id,question,answer,source,focus_area
1,What are the symptoms of Breast Cancer ?,"When breast cancer first develops, there may be no symptoms at all. But as the cancer grows, it can cause changes that women should watch for. You can help safeguard your health by learning the following warning signs of breast cancer. - a lump or thickening in or near the breast or in the underarm area  - a change in the size or shape of the breast  - ridges or pitting of the breast; the skin looks like the skin of an orange  - a change in the way the skin of the breast, areola, or nipple looks or feels; for example, it may be warm, swollen, red, or scaly  - nipple discharge or tenderness, or the nipple is pulled back or inverted into the breast. a lump or thickening in or near the breast or in the underarm area a change in the size or shape of the breast ridges or pitting of the breast; the skin looks like the skin of an orange a change in the way the skin of the breast, areola, or nipple looks or feels; for example, it may be warm, swollen, red, or scaly nipple discharge or tenderness, or the nipple is pulled back or inverted into the breast. You should see your doctor about any symptoms like these. Most often, they are not cancer, but it's important to check with the doctor so that any problems can be diagnosed and treated as early as possible.",NIHSeniorHealth,Breast Cancer
1,What is (are) Breast Cancer ?,"A mammogram can often detect breast changes in women who have no signs of breast cancer. Often, it can find a breast lump before it can be felt. If the results indicate that cancer might be present, your doctor will advise you to have a follow-up test called a biopsy.",NIHSeniorHealth,Breast Cancer
1,Who is at risk for Breast Cancer? ?,"The risks of breast cancer screening tests include the following. - Finding breast cancer may not improve health or help a woman live longer. Screening may not help you if you have fast-growing breast cancer or if it has already spread to other places in your body. Also, some breast cancers found on a screening mammogram may never cause symptoms or become life-threatening. Finding these cancers is called overdiagnosis.  Finding breast cancer may not improve health or help a woman live longer. Screening may not help you if you have fast-growing breast cancer or if it has already spread to other places in your body. Also, some breast cancers found on a screening mammogram may never cause symptoms or become life-threatening. Finding these cancers is called overdiagnosis. - False-negative test results can occur. Screening test results may appear to be normal even though breast cancer is present. A woman who receives a false-negative test result (one that shows there is no cancer when there really is) may delay seeking medical care even if she has symptoms. False-negative test results can occur. Screening test results may appear to be normal even though breast cancer is present. A woman who receives a false-negative test result (one that shows there is no cancer when there really is) may delay seeking medical care even if she has symptoms. - False-positive test results can occur. Screening test results may appear to be abnormal even though no cancer is present. A false-positive test result (one that shows there is cancer when there really isnt) is usually followed by more tests (such as biopsy), which also have risks.  False-positive test results can occur. Screening test results may appear to be abnormal even though no cancer is present. A false-positive test result (one that shows there is cancer when there really isnt) is usually followed by more tests (such as biopsy), which also have risks. - Anxiety from additional testing may result from false positive results. In one study, women who had a false-positive screening mammogram followed by more testing reported feeling anxiety 3 months later, even though cancer was not diagnosed. However, several studies show that women who feel anxiety after false-positive test results are more likely to schedule regular breast screening exams in the future. Anxiety from additional testing may result from false positive results. In one study, women who had a false-positive screening mammogram followed by more testing reported feeling anxiety 3 months later, even though cancer was not diagnosed. However, several studies show that women who feel anxiety after false-positive test results are more likely to schedule regular breast screening exams in the future. - Mammograms expose the breast to radiation. Being exposed to radiation is a risk factor for breast cancer. The risk of breast cancer from radiation exposure is higher in women who received radiation before age 30 and at high doses. For women older than 40 years, the benefits of an annual screening mammogram may be greater than the risks from radiation exposure.  Mammograms expose the breast to radiation. Being exposed to radiation is a risk factor for breast cancer. The risk of breast cancer from radiation exposure is higher in women who received radiation before age 30 and at high doses. For women older than 40 years, the benefits of an annual screening mammogram may be greater than the risks from radiation exposure. - There may be pain or discomfort during a mammogram. During a mammogram, the breast is placed between 2 plates that are pressed together. Pressing the breast helps to get a better x-ray of the breast. Some women have pain or discomfort during a mammogram.  There may be pain or discomfort during a mammogram. During a mammogram, the breast is placed between 2 plates that are pressed together. Pressing the breast helps to get a better x-ray of the breast. Some women have pain or discomfort during a mammogram. Some women worry about radiation exposure, but the risk of any harm from a mammogram is actually quite small. The doses of radiation used are very low and considered safe. The exact amount of radiation used during a mammogram will depend on several factors. For instance, breasts that are large or dense will require higher doses to get a clear image. Learn more about the risks of breast cancer screening.",NIHSeniorHealth,Breast Cancer
1,What are the treatments for Breast Cancer ?,"You can seek conventional treatment from a specialized cancer doctor, called an oncologist. The oncologist will usually assemble a team of specialists to guide your therapy. Besides the oncologist, the team may include a surgeon, a radiation oncologist who is a specialist in radiation therapy, and others. Before starting treatment, you may want another doctor to review the diagnosis and treatment plan. Some insurance companies require a second opinion. Others may pay for a second opinion if you request it. You might also be eligible to enroll in a clinical trial to receive treatment that conventional therapies may not offer.",NIHSeniorHealth,Breast Cancer
1,what research (or clinical trials) is being done for Breast Cancer ?,Clinical trials are research studies on people to find out whether a new drug or treatment is both safe and effective. New therapies are tested on people only after laboratory and animal studies show promising results. The Food and Drug Administration sets strict rules to make sure that people who agree to be in the studies are treated as safely as possible. Clinical trials are taking place in many parts of the country. Information about clinical trials can be found at http://www.cancer.gov/clinicaltrials on the website of the National Cancer Institute (NCI). Check NCI's list of cancer clinical trials for breast cancer prevention trials that are now accepting patients.,NIHSeniorHealth,Breast Cancer
1,What are the treatments for Breast Cancer ?,"Once breast cancer has been found, it is staged. Staging means determining how far the cancer has progressed. Through staging, the doctor can tell if the cancer has spread and, if so, to what parts of the body. More tests may be performed to help determine the stage. Knowing the stage of the disease helps the doctor plan treatment. Staging will let the doctor know - the size of the tumor and exactly where it is in the breast.  - if the cancer has spread within the breast.  - if cancer is present in the lymph nodes under the arm.  - If cancer is present in other parts of the body. the size of the tumor and exactly where it is in the breast. if the cancer has spread within the breast. if cancer is present in the lymph nodes under the arm. If cancer is present in other parts of the body.  Read more details about the stages of breast cancer.",NIHSeniorHealth,Breast Cancer
1,What are the treatments for Breast Cancer ?,"Standard treatments for breast cancer include - surgery that takes out the cancer and some surrounding tissue  - radiation therapy that uses high-energy beams to kill cancer cells and shrink tumors and some surrounding tissue.  - chemotherapy that uses anti-cancer drugs to kill cancer most cells  - hormone therapy that keeps cancer cells from getting most of the hormones they need to survive and grow. surgery that takes out the cancer and some surrounding tissue radiation therapy that uses high-energy beams to kill cancer cells and shrink tumors and some surrounding tissue. chemotherapy that uses anti-cancer drugs to kill cancer most cells hormone therapy that keeps cancer cells from getting most of the hormones they need to survive and grow. (Watch the video to learn about one breast cancer survivor's story. To enlarge the video, click the brackets in the lower right-hand corner. To reduce the video, press the Escape (Esc) button on your keyboard.)",NIHSeniorHealth,Breast Cancer
1,What is (are) Breast Cancer ?,"There are two types of breast-conserving surgery -- lumpectomy and partial mastectomy. - Lumpectomy is the removal of the tumor and a small amount of normal tissue around it. A woman who has a lumpectomy almost always has radiation therapy as well. Most surgeons also take out some of the lymph nodes under the arm. Lumpectomy is the removal of the tumor and a small amount of normal tissue around it. A woman who has a lumpectomy almost always has radiation therapy as well. Most surgeons also take out some of the lymph nodes under the arm. - Partial or segmental mastectomy is removal of the cancer, some of the breast tissue around the tumor, and the lining over the chest muscles below the tumor. Often, surgeons remove some of the lymph nodes under the arm. In most cases, radiation therapy follows. Partial or segmental mastectomy is removal of the cancer, some of the breast tissue around the tumor, and the lining over the chest muscles below the tumor. Often, surgeons remove some of the lymph nodes under the arm. In most cases, radiation therapy follows.",NIHSeniorHealth,Breast Cancer
1,What are the treatments for Breast Cancer ?,"Even if the surgeon removes all of the cancer that can be seen at the time of surgery, a woman may still receive follow-up treatment. This may include radiation therapy, chemotherapy, or hormone therapy to try to kill any cancer cells that may be left. Treatment that a patient receives after surgery to increase the chances of a cure is called adjuvant therapy.",NIHSeniorHealth,Breast Cancer
1,What are the treatments for Breast Cancer ?,"Radiation therapy uses high-energy x-rays or other types of radiation to kill cancer cells and shrink tumors. This therapy often follows a lumpectomy, and is sometimes used after mastectomy. During radiation therapy, a machine outside the body sends high-energy beams to kill the cancer cells that may still be present in the affected breast or in nearby lymph nodes. Doctors sometimes use radiation therapy along with chemotherapy, or before or instead of surgery.",NIHSeniorHealth,Breast Cancer
1,What are the treatments for Breast Cancer ?,"Chemotherapy is the use of drugs to kill cancer cells. A patient may take chemotherapy by mouth in pill form, or it may be put into the body by inserting a needle into a vein or muscle. Chemotherapy is called whole body or systemic treatment if the drug(s) enter the bloodstream, travel through the body, and kill cancer cells throughout the body. Treatment with standard chemotherapy can be as short as two months or as long as two years. Targeted therapies, usually in pill form, have become more common and focus on either a gene or protein abnormality and usually have few adverse side-effects as they directly affect the abnormality and not other cells or tissues in the body. Sometimes chemotherapy is the only treatment the doctor will recommend. More often, however, chemotherapy is used in addition to surgery, radiation therapy, and/or biological therapy.",NIHSeniorHealth,Breast Cancer
1,What are the treatments for Breast Cancer ?,"Hormonal therapy keeps cancer cells from getting the hormones they need to grow. This treatment may include the use of drugs that change the way hormones work. Sometimes it includes surgery to remove the ovaries, which make female hormones. Like chemotherapy, hormonal therapy can affect cancer cells throughout the body. Often, women with early-stage breast cancer and those with metastatic breast cancer -- meaning cancer that has spread to other parts of the body -- receive hormone therapy in the form of tamoxifen. Hormone therapy with tamoxifen or estrogens can act on cells all over the body. However, it may increase the chance of developing endometrial cancer. If you take tamoxifen, you should have a pelvic examination every year to look for any signs of cancer. A woman should report any vaginal bleeding, other than menstrual bleeding, to her doctor as soon as possible.",NIHSeniorHealth,Breast Cancer
1,What are the treatments for Breast Cancer ?,"Certain drugs that have been used successfully in other cancers are now being used to treat some breast cancers. A mix of drugs may increase the length of time you will live, or the length of time you will live without cancer. In addition, certain drugs like Herceptin and Tykerb taken in combination with chemotherapy, can help women with specific genetic breast cancer mutations better than chemotherapy alone.",NIHSeniorHealth,Breast Cancer
1,What is (are) Breast Cancer ?,"Key Points
                    - Breast cancer is a disease in which malignant (cancer) cells form in the tissues of the breast.    - Sometimes breast cancer occurs in women who are pregnant or have just given birth.     - Signs of breast cancer include a lump or change in the breast.    - It may be difficult to detect (find) breast cancer early in pregnant or nursing women.     - Breast exams should be part of prenatal and postnatal care.    - Tests that examine the breasts are used to detect (find) and diagnose breast cancer.    - If cancer is found, tests are done to study the cancer cells.    - Certain factors affect prognosis (chance of recovery) and treatment options.
                
                
                    Breast cancer is a disease in which malignant (cancer) cells form in the tissues of the breast.
                    The breast is made up of lobes and ducts. Each breast has 15 to 20 sections called lobes. Each lobe has many smaller sections called lobules. Lobules end in dozens of tiny bulbs that can make milk. The lobes, lobules, and bulbs are linked by thin tubes called ducts.      Each breast also has blood vessels and lymph vessels. The lymph vessels carry an almost colorless fluid called lymph. Lymph vessels carry lymph between lymph nodes. Lymph nodes are small bean-shaped structures that are found throughout the body. They filter substances in lymph and help fight infection and disease. Clusters of lymph nodes are found near the breast in the axilla (under the arm), above the collarbone, and in the chest.
                
                
                    It may be difficult to detect (find) breast cancer early in pregnant or nursing women.
                    The breasts usually get larger, tender, or lumpy in women who are pregnant, nursing, or have just given birth. This occurs because of normal hormone changes that take place during pregnancy. These changes can make small lumps difficult to detect. The breasts may also become denser. It is more difficult to detect breast cancer in women with dense breasts using mammography. Because these breast changes can delay diagnosis, breast cancer is often found at a later stage in these women.
                
		        
		            Other Information About Pregnancy and Breast Cancer
		            
		                
		                    Key Points
		                    - Lactation (breast milk production) and breast-feeding should be stopped if surgery or chemotherapy is planned.     - Breast cancer does not appear to harm the unborn baby.    - Pregnancy does not seem to affect the survival of women who have had breast cancer in the past.
		                
		                
		                    Lactation (breast milk production) and breast-feeding should be stopped if surgery or chemotherapy is planned.
		                    If surgery is planned, breast-feeding should be stopped to reduce blood flow in the breasts and make them smaller. Breast-feeding should also be stopped if chemotherapy is planned. Many anticancer drugs, especially cyclophosphamide and methotrexate, may occur in high levels in breast milk and may harm the nursing baby. Women receiving chemotherapy should not breast-feed. Stopping lactation does not improve the mother's prognosis.
		                
		                
		                    Breast cancer does not appear to harm the unborn baby.
		                    Breast cancer cells do not seem to pass from the mother to the unborn baby.
		                
		                
		                    Pregnancy does not seem to affect the survival of women who have had breast cancer in the past.
		                    For women who have had breast cancer, pregnancy does not seem to affect their survival. However, some doctors recommend that a woman wait 2 years after treatment for breast cancer before trying to have a baby, so that any early return of the cancer would be detected. This may affect a womans decision to become pregnant. The unborn baby does not seem to be affected if the mother has had breast cancer.",CancerGov,Breast Cancer
1,Who is at risk for Breast Cancer? ?,"Sometimes breast cancer occurs in women who are pregnant or have just given birth. Breast cancer occurs about once in every 3,000 pregnancies. It occurs most often between the ages of 32 and 38.",CancerGov,Breast Cancer
1,What are the symptoms of Breast Cancer ?,"Signs of breast cancer include a lump or change in the breast.
                    These and other signs may be caused by breast cancer or by other conditions. Check with your doctor if you have any of the following:         - A lump or thickening in or near the breast or in the underarm area.    -  A change in the size or shape of the breast.    -  A dimple or puckering in the skin of the breast.    -  A nipple turned inward into the breast.    - Fluid, other than breast milk, from the nipple, especially if it's bloody.    - Scaly, red, or swollen skin on the breast, nipple, or areola (the dark area of skin around the nipple).    - Dimples in the breast that look like the skin of an orange, called peau dorange.
                
                
                    It may be difficult to detect (find) breast cancer early in pregnant or nursing women.
                    The breasts usually get larger, tender, or lumpy in women who are pregnant, nursing, or have just given birth. This occurs because of normal hormone changes that take place during pregnancy. These changes can make small lumps difficult to detect. The breasts may also become denser. It is more difficult to detect breast cancer in women with dense breasts using mammography. Because these breast changes can delay diagnosis, breast cancer is often found at a later stage in these women.",CancerGov,Breast Cancer
1,How to diagnose Breast Cancer ?,"Breast exams should be part of prenatal and postnatal care.
		                    To detect breast cancer, pregnant and nursing women should examine their breasts themselves. Women should also receive clinical breast exams during their regular prenatal and postnatal check-ups. Talk to your doctor if you notice any changes in your breasts that you do not expect or that worry you.
		        
		        
		                    Tests that examine the breasts are used to detect (find) and diagnose breast cancer.
		                    The following tests and procedures may be used:         -   Physical exam and history : An exam of the body to check general signs of health, including checking for signs of disease, such as lumps or anything else that seems unusual. A history of the patients health habits and past illnesses and treatments will also be taken.     -  Clinical breast exam (CBE): An exam of the breast by a doctor or other health professional. The doctor will carefully feel the breasts and under the arms for lumps or anything else that seems unusual.     -    MRI (magnetic resonance imaging): A procedure that uses a magnet, radio waves, and a computer to make a series of detailed pictures of both breasts. This procedure is also called nuclear magnetic resonance imaging (NMRI).    -   Ultrasound exam: A procedure in which high-energy sound waves (ultrasound) are bounced off internal tissues or organs and make echoes. The echoes form a picture of body tissues called a sonogram. The picture can be printed to look at later.    -   Mammogram : An x-ray of the breast. A mammogram can be done with little risk to the unborn baby. Mammograms in pregnant women may appear negative even though cancer is present.     -   Blood chemistry studies : A procedure in which a blood sample is checked to measure the amounts of certain substances released into the blood by organs and tissues in the body. An unusual (higher or lower than normal) amount of a substance can be a sign of disease.     -   Biopsy : The removal of cells or tissues so they can be viewed under a microscope by a pathologist to check for signs of cancer. If a lump in the breast is found, a biopsy may be done. There are four types of breast biopsies:               -  Excisional biopsy : The removal of an entire lump of tissue.       -  Incisional biopsy : The removal of part of a lump or a sample of tissue.       -  Core biopsy : The removal of tissue using a wide needle.       -  Fine-needle aspiration (FNA) biopsy : The removal of tissue or fluid, using a thin needle.
		        
		        
		                    If cancer is found, tests are done to study the cancer cells.
		                    Decisions about the best treatment are based on the results of these tests and the age of the unborn baby. The tests give information about:         - How quickly the cancer may grow.    - How likely it is that the cancer will spread to other parts of the body.    - How well certain treatments might work.    - How likely the cancer is to recur (come back).        Tests may include the following:         -   Estrogen and progesterone receptor test : A test to measure the amount of estrogen and progesterone (hormones) receptors in cancer tissue. If there are more estrogen and progesterone receptors than normal, the cancer is called estrogen and/or progesterone receptor positive. This type of breast cancer may grow more quickly. The test results show whether treatment to block estrogen and progesterone given after the baby is born may stop the cancer from growing.    -   Human epidermal growth factor type 2 receptor (HER2/neu) test : A laboratory test to measure how many HER2/neu genes there are and how much HER2/neu protein is made in a sample of tissue. If there are more HER2/neu genes or higher levels of HER2/neu protein than normal, the cancer is called HER2/neu positive. This type of breast cancer may grow more quickly and is more likely to spread to other parts of the body. The cancer may be treated with drugs that target the HER2/neu protein, such as trastuzumab and pertuzumab, after the baby is born.    -  Multigene tests: Tests in which samples of tissue are studied to look at the activity of many genes at the same time. These tests may help predict whether cancer will spread to other parts of the body or recur (come back).               -  Oncotype DX : This test helps predict whether stage I or stage II breast cancer that is estrogen receptor positive and node-negative will spread to other parts of the body. If the risk of the cancer spreading is high, chemotherapy may be given to lower the risk.      -  MammaPrint : This test helps predict whether stage I or stage II breast cancer that is node-negative will spread to other parts of the body. If the risk of the cancer spreading is high, chemotherapy may be given to lower the risk.",CancerGov,Breast Cancer
1,What is the outlook for Breast Cancer ?,Certain factors affect prognosis (chance of recovery) and treatment options.The prognosis (chance of recovery) and treatment options depend on the following:         - The stage of the cancer (the size of the tumor and whether it is in the breast only or has spread to other parts of the body).    - The type of breast cancer.    - The age of the unborn baby.    - Whether there are signs or symptoms.    - The patients general health.,CancerGov,Breast Cancer
1,What are the stages of Breast Cancer ?,"Key Points
                    - After breast cancer has been diagnosed, tests are done to find out if cancer cells have spread within the breast or to other parts of the body.     - There are three ways that cancer spreads in the body.    - Cancer may spread from where it began to other parts of the body.    - The following stages are used for breast cancer:         - Stage 0 (carcinoma in situ)     - Stage I     - Stage II     - Stage IIIA     - Stage IIIB     - Stage IIIC     - Stage IV
                
                
                    After breast cancer has been diagnosed, tests are done to find out if cancer cells have spread within the breast or to other parts of the body.
                    The process used to find out if the cancer has spread within the breast or to other parts of the body is called staging. The information gathered from the staging process determines the stage of the disease. It is important to know the stage in order to plan treatment.   Some procedures may expose the unborn baby to harmful radiation or dyes. These procedures are done only if absolutely necessary. Certain actions can be taken to expose the unborn baby to as little radiation as possible, such as the use of a lead-lined shield to cover the abdomen.   The following tests and procedures may be used to stage breast cancer during pregnancy:         -   Sentinel lymph node biopsy : The removal of the sentinel lymph node during surgery. The sentinel lymph node is the first lymph node to receive lymphatic drainage from a tumor. It is the first lymph node the cancer is likely to spread to from the tumor. A radioactive substance and/or blue dye is injected near the tumor. The substance or dye flows through the lymph ducts to the lymph nodes. The first lymph node to receive the substance or dye is removed. A pathologist views the tissue under a microscope to look for cancer cells. If cancer cells are not found, it may not be necessary to remove more lymph nodes.     -   CT scan (CAT scan): A procedure that makes a series of detailed pictures of areas inside the body, taken from different angles. The pictures are made by a computer linked to an x-ray machine. This procedure is also called computed tomography, computerized tomography, or computerized axial tomography.     -   Bone scan : A procedure to check if there are rapidly dividing cells, such as cancer cells, in the bone. A very small amount of radioactive material is injected into a vein and travels through the bloodstream. The radioactive material collects in bones with cancer and is detected by a scanner.    -   PET scan (positron emission tomography scan): A procedure to find malignant tumor cells in the body. A small amount of radioactive glucose (sugar) is injected into a vein. The PET scanner rotates around the body and makes a picture of where glucose is being used in the body. Malignant tumor cells show up brighter in the picture because they are more active and take up more glucose than normal cells do.     -    MRI (magnetic resonance imaging): A procedure that uses a magnet, radio waves, and a computer to make a series of detailed pictures of areas inside the body, such as the brain. This procedure is also called nuclear magnetic resonance imaging (NMRI).    -   Ultrasound exam: A procedure in which high-energy sound waves (ultrasound) are bounced off internal tissues or organs, such as the liver, and make echoes. The echoes form a picture of body tissues called a sonogram. The picture can be printed to be looked at later.    -   Chest x-ray : An x-ray of the organs and bones inside the chest. An x-ray is a type of energy beam that can go through the body and onto film, making a picture of areas inside the body.
                
                
                    There are three ways that cancer spreads in the body.
                    Cancer can spread through tissue, the lymph system, and the blood:         - Tissue. The cancer spreads from where it began by growing into nearby areas.     - Lymph system. The cancer spreads from where it began by getting into the lymph system. The cancer travels through the lymph vessels to other parts of the body.     - Blood. The cancer spreads from where it began by getting into the blood. The cancer travels through the blood vessels to other parts of the body.
                
                
                    Cancer may spread from where it began to other parts of the body.
                    When cancer spreads to another part of the body, it is called metastasis. Cancer cells break away from where they began (the primary tumor) and travel through the lymph system or blood.         - Lymph system. The cancer gets into the lymph system, travels through the lymph vessels, and forms a tumor (metastatic tumor) in another part of the body.    - Blood. The cancer gets into the blood, travels through the blood vessels, and forms a tumor (metastatic tumor) in another part of the body.        The metastatic tumor is the same type of cancer as the primary tumor. For example, if breast cancer spreads to the bone, the cancer cells in the bone are actually breast cancer cells. The disease is metastatic breast cancer, not bone cancer.
                
                
                    The following stages are used for breast cancer:
                    This section describes the stages of breast cancer. The breast cancer stage is based on the results of testing that is done on the tumor and lymph nodes removed during surgery and other tests.     Stage 0 (carcinoma in situ)    There are 3 types of breast carcinoma in situ:            -  Ductal carcinoma in situ (DCIS) is a noninvasive condition in which abnormal cells are found in the lining of a breast duct. The abnormal cells have not spread outside the duct to other tissues in the breast. In some cases, DCIS may become invasive cancer and spread to other tissues. At this time, there is no way to know which lesions could become invasive.     -  Lobular carcinoma in situ (LCIS) is a condition in which abnormal cells are found in the lobules of the breast. This condition seldom becomes invasive cancer. However, having LCIS in one breast increases the risk of developing breast cancer in either breast.     -  Paget disease of the nipple is a condition in which abnormal cells are found in the nipple only.               Stage I     In stage I, cancer has formed. Stage I is divided into stages IA and IB.            - In stage IA, the tumor is 2 centimeters or smaller. Cancer has not spread outside the breast.     - In stage IB, small clusters of breast cancer cells (larger than 0.2 millimeter but not larger than 2 millimeters) are found in the lymph nodes and either:                  - no tumor is found in the breast; or       - the tumor is 2 centimeters or smaller.                         Stage II     Stage II is divided into stages IIA and IIB.            - In stage IIA:                  - no tumor is found in the breast or the tumor is 2 centimeters or smaller. Cancer (larger than 2 millimeters) is found in 1 to 3 axillary lymph nodes or in the lymph nodes near the breastbone (found during a sentinel lymph node biopsy); or        - the tumor is larger than 2 centimeters but not larger than 5 centimeters. Cancer has not spread to the lymph nodes.                - In stage IIB, the tumor is:                  - larger than 2 centimeters but not larger than 5 centimeters. Small clusters of breast cancer cells (larger than 0.2 millimeter but not larger than 2 millimeters) are found in the lymph nodes; or        - larger than 2 centimeters but not larger than 5 centimeters. Cancer has spread to 1 to 3 axillary lymph nodes or to the lymph nodes near the breastbone (found during a sentinel lymph node biopsy); or        - larger than 5 centimeters. Cancer has not spread to the lymph nodes.                          Stage IIIA     In stage IIIA:            - no tumor is found in the breast or the tumor may be any size. Cancer is found in 4 to 9 axillary lymph nodes or in the lymph nodes near the breastbone (found during imaging tests or a physical exam); or      - the tumor is larger than 5 centimeters. Small clusters of breast cancer cells (larger than 0.2 millimeter but not larger than 2 millimeters) are found in the lymph nodes; or      - the tumor is larger than 5 centimeters. Cancer has spread to 1 to 3 axillary lymph nodes or to the lymph nodes near the breastbone (found during a sentinel lymph node biopsy).               Stage IIIB     In stage IIIB, the tumor may be any size and cancer has spread to the chest wall and/or to the skin of the breast and caused swelling or an ulcer. Also, cancer may have spread to:            - up to 9 axillary lymph nodes; or     - the lymph nodes near the breastbone.           Cancer that has spread to the skin of the breast may also be inflammatory breast cancer. See the section on Inflammatory Breast Cancer for more information.       Stage IIIC     In stage IIIC, no tumor is found in the breast or the tumor may be any size. Cancer may have spread to the skin of the breast and caused swelling or an ulcer and/or has spread to the chest wall. Also, cancer has spread to:             - 10 or more axillary lymph nodes; or     -  lymph nodes above or below the collarbone; or     - axillary lymph nodes and lymph nodes near the breastbone.           Cancer that has spread to the skin of the breast may also be inflammatory breast cancer. See the section on Inflammatory Breast Cancer for more information.    For treatment, stage IIIC breast cancer is divided into operable and inoperable stage IIIC.        Stage IV     In stage IV, cancer has spread to other organs of the body, most often the bones, lungs, liver, or brain.",CancerGov,Breast Cancer
1,What are the treatments for Breast Cancer ?,"Key Points
                    - Treatment options for pregnant women depend on the stage of the disease and the age of the unborn baby.     - Three types of standard treatment are used:         - Surgery      - Radiation therapy      - Chemotherapy         - Ending the pregnancy does not seem to improve the mothers chance of survival.    - Treatment for breast cancer may cause side effects.
                
                
                    Treatment options for pregnant women depend on the stage of the disease and the age of the unborn baby.
                    
                
                
                    Three types of standard treatment are used:
                    Surgery     Most pregnant women with breast cancer have surgery to remove the breast. Some of the  lymph nodes under the arm may be removed and checked under a microscope for signs of cancer.    Types of surgery to remove the cancer include:            -  Modified radical mastectomy: Surgery to remove the whole breast that has cancer, many of the lymph nodes under the arm, the lining over the chest muscles, and sometimes, part of the chest wall muscles. This type of surgery is most common in pregnant women.     -  Breast-conserving surgery: Surgery to remove the cancer and some normal tissue around it, but not the breast itself. Part of the chest wall lining may also be removed if the cancer is near it. This type of surgery may also be called lumpectomy, partial mastectomy, segmental mastectomy, quadrantectomy, or breast-sparing surgery.           Even if the doctor removes all of the cancer that can be seen at the time of surgery, the patient may be given radiation therapy or chemotherapy after surgery to try to kill any cancer cells that may be left. For pregnant women with early-stage breast cancer, radiation therapy and hormone therapy are given after the baby is born. Treatment given after surgery, to lower the risk that the cancer will come back, is called adjuvant therapy.       Radiation therapy     Radiation therapy is a cancer treatment that uses high-energy x-rays or other types of radiation to kill cancer cells or keep them from growing. There are two types of radiation therapy:            -  External radiation therapy uses a machine outside the body to send radiation toward the cancer.     -  Internal radiation therapy uses a radioactive substance sealed in needles, seeds, wires, or catheters that are placed directly into or near the cancer.           The way the radiation therapy is given depends on the type and stage of the cancer being treated.    External radiation therapy is not given to pregnant women with early stage (stage I or II) breast cancer because it can harm the unborn baby. For women with late stage (stage III or IV) breast cancer, radiation therapy is not given during the first 3 months of pregnancy and is delayed until after the baby is born, if possible.       Chemotherapy     Chemotherapy is a cancer treatment that uses drugs to stop the growth of cancer cells, either by killing the cells or by stopping the cells from dividing. When chemotherapy is taken by mouth or injected into a vein or muscle, the drugs enter the bloodstream and can reach cancer cells throughout the body (systemic chemotherapy). When chemotherapy is placed directly into the cerebrospinal fluid, an organ, or a body cavity such as the abdomen, the drugs mainly affect cancer cells in those areas (regional chemotherapy). The way the chemotherapy is given depends on the type and stage of the cancer being treated.    Chemotherapy is usually not given during the first 3 months of pregnancy. Chemotherapy given after this time does not usually harm the unborn baby but may cause early labor and low birth weight.    See Drugs Approved for Breast Cancer for more information.
                
                
                    Ending the pregnancy does not seem to improve the mothers chance of survival.
                    Because ending the pregnancy is not likely to improve the mothers chance of survival, it is not usually a treatment option.
                
                
                    Treatment for breast cancer may cause side effects.
                    For information about side effects caused by treatment for cancer, see our Side Effects page.
                
		        
		            Treatment Options by Stage
		            
		                
		                    Early Stage Breast Cancer (Stage I and Stage II)
		                    Treatment of early-stage breast cancer (stage I and stage II) may include the following:          -  Modified radical mastectomy.    -  Breast-conserving surgery followed by radiation therapy. In pregnant women, radiation therapy is delayed until after the baby is born.    - Modified radical mastectomy or breast-conserving surgery during pregnancy followed by chemotherapy after the first 3 months of pregnancy.
		                
		                
		                    Late Stage Breast Cancer (Stage III and Stage IV)
		                    Treatment of late-stage breast cancer (stage III and stage IV) may include the following:         -  Radiation therapy.    -  Chemotherapy.        Radiation therapy and chemotherapy should not be given during the first 3 months of pregnancy.",CancerGov,Breast Cancer
1,What is (are) Breast Cancer ?,"Key Points
                    - Breast cancer is a disease in which malignant (cancer) cells form in the tissues of the breast.    - Breast cancer is the second leading cause of death from cancer in American women.    -  Different factors increase or decrease the risk of breast cancer.
                
                
                    Breast cancer is a disease in which malignant (cancer) cells form in the tissues of the breast.
                    The breast is made up of lobes and ducts. Each breast has 15 to 20 sections called lobes, which have many smaller sections called lobules. Lobules end in dozens of tiny bulbs that can produce milk. The lobes, lobules, and bulbs are linked by thin tubes called ducts.     Each breast also contains blood vessels and lymph vessels. The lymph vessels carry an almost colorless fluid called lymph. Lymph vessels lead to organs called lymph nodes. Lymph nodes are small bean-shaped structures that are found throughout the body. They filter substances in lymph and help fight infection and disease. Clusters of lymph nodes are found near the breast in the axilla (under the arm), above the collarbone, and in the chest.   See the following PDQ summaries for more information about breast cancer:         -  Breast Cancer Prevention     -  Breast Cancer Treatment     -  Genetics of Breast and Gynecologic Cancers
                
                
                    Breast cancer is the second leading cause of death from cancer in American women.
                    Women in the United States get breast cancer more than any other type of cancer except for skin cancer. Breast cancer is second only to lung cancer as a cause of cancer death in women.    Breast cancer occurs more often in white women than in black women. However, black women are more likely than white women to die from the disease.   Breast cancer occurs in men also, but the number of cases is small.",CancerGov,Breast Cancer
